ENTRADAS;VISITAS_PAGINAS;GASTO_TOTAL;PRECIO_MEDIO_ENTRADA;TRANSACCIONES;CCAA;PROVINCIA;AÑO;MES
1059;12301;33135,514;35,4171;424;Comunitat Valenciana;Valencia/València;2021;9
260;10545;15441,9036;50,6987;88;Andalucía;Almería;2021;9
20;243;583,138;29,1569;20;País Vasco;Araba/Álava;2021;9
388;7702;30274,6018;77,4873;110;Comunitat Valenciana;Alicante/Alacant;2021;9
2082;322275;128360,1393;53,4192;590;Comunitat Valenciana;Castellón/Castelló;2021;9
27;1002;1803,72;54,64;11;Cantabria;Cantabria;2021;9
42;563;3953,04;94,12;12;Aragón;Teruel;2021;9
112;1777;3158,8056;37,1314;44;Andalucía;Granada;2021;9
1996;266289;144849,9196;72,5701;506;Castilla - La Mancha;Albacete;2021;9
214;3831;11419,023;48,2705;91;Andalucía;Cádiz;2021;9
26;312;952,25;36,625;8;Extremadura;Cáceres;2021;9
152;1952;7860,4912;49,8002;65;Andalucía;Cádiz;2021;10
117029;19548610;7411105,729;40,3547;45054;Comunidad de Madrid;Madrid;2021;10
2;0;74;37;1;Castilla y León;Burgos;2021;10
5;23;285,8;56,8;3;Galicia;Pontevedra;2021;10
17;159;545,6005;34,9693;14;País Vasco;Araba/Álava;2021;10
123;372;1048,794;27,9746;42;Castilla - La Mancha;Toledo;2021;10
2193;42989;65972,0104;31,7318;867;Comunitat Valenciana;Valencia/València;2021;10
129;7860;9117,9522;70,6818;34;Andalucía;Huelva;2021;10
22;364;1857,4292;84,4286;7;Aragón;Teruel;2021;10
52937;5654961;3162191,182;52,1372;20884;Cataluña;Barcelona;2021;10
71;1692;4651,4921;60,0402;23;Cantabria;Cantabria;2021;10
139;3978;10001,6108;59,6789;39;Andalucía;Almería;2021;10
7059;1261107;407475,5984;43,9372;1930;Andalucía;Sevilla;2021;10
34;440;1062,2;45,2667;9;País Vasco;Bizkaia;2021;10
2;9;71,99;35,995;1;La Rioja;La Rioja;2021;10
3534;376872;173645,4636;28,8479;982;Andalucía;Córdoba;2021;10
265;4897;12251,9545;39,9114;122;Andalucía;Málaga;2021;10
23;50;3200,785;127,205;5;Cataluña;Lleida;2021;10
2;5;680;340;1;Castilla y León;Segovia;2021;10
67;314;4745,0996;90,5174;26;Illes Balears;Illes Balears;2021;10
13;21;754,9125;57,8625;4;Galicia;A Coruña;2021;10
4;1;851,2;212,8;1;Canarias;Las Palmas;2021;10
2;2;38;19;1;Castilla y León;León;2021;10
120;1503;4068,3212;63,2645;50;Andalucía;Granada;2021;10
1848;79108;130484,7079;73,8991;648;Cataluña;Tarragona;2021;10
56;55;1765,0825;47,5282;22;Región de Murcia;Murcia;2021;10
37;102;3311,7;104,9;10;Canarias;Santa Cruz de Tenerife;2021;10
74;171;3346,48;39,62;22;Comunitat Valenciana;Castellón/Castelló;2021;10
104;476;13125,2888;126,2047;17;Comunidad Foral de Navarra;Navarra;2021;10
56;293;3442,771;46,5786;16;Aragón;Zaragoza;2021;10
464;95608;30103,4848;64,8782;137;Castilla - La Mancha;Albacete;2021;10
5;17;176,32;37,72;3;Castilla y León;Valladolid;2021;10
2671;351969;190503,4645;57,2331;727;Comunitat Valenciana;Alicante/Alacant;2021;10
484;12620;21351,3696;44,1144;138;Extremadura;Badajoz;2021;10
2;2;0;0;1;Castilla y León;Ávila;2021;10
1153;40754;62958,1111;61,8968;329;Cataluña;Girona;2021;10
1137;159282;58638,3112;60,9482;394;Principado de Asturias;Asturias;2021;10
159;7229;4066,3164;21,6661;61;Castilla y León;Salamanca;2021;10
350;26865;15912,0332;41,3421;108;Extremadura;Cáceres;2021;10
2;3;720;360;1;Galicia;Lugo;2021;11
9;102;266,0004;29,5556;9;País Vasco;Araba/Álava;2021;11
11;15;0;0;5;Castilla y León;Ávila;2021;11
336;26502;18055,1944;44,6329;110;Extremadura;Cáceres;2021;11
25;608;1663,4;66,536;10;Illes Balears;Illes Balears;2021;11
38;211;958,5548;24,4907;21;Aragón;Zaragoza;2021;11
3;3;130,5;43,5;1;Canarias;Las Palmas;2021;11
29;216;2535,8876;87,4444;9;Aragón;Teruel;2021;11
4;5;170;42,5;2;País Vasco;Bizkaia;2021;11
901;31957;57118,6115;63,971;258;Cataluña;Girona;2021;11
30;219;2020,02;67,334;10;Cantabria;Cantabria;2021;11
128966;22007721;8323619,434;40,8102;47650;Comunidad de Madrid;Madrid;2021;11
995;58577;64112,237;35,6463;227;Andalucía;Cádiz;2021;11
1868;217000;90684,6952;30,2862;554;Andalucía;Córdoba;2021;11
75;175;2095,1274;37,2213;26;Castilla - La Mancha;Toledo;2021;11
61697;8759220;3754918,229;48,9471;23101;Cataluña;Barcelona;2021;11
3015;565531;186530,148;30,9645;759;Andalucía;Huelva;2021;11
4158;457268;246667,8493;45,1843;1151;Andalucía;Sevilla;2021;11
3844;214040;155427,9612;34,0445;1306;Comunitat Valenciana;Valencia/València;2021;11
14;26;1342,748;62,743;7;Región de Murcia;Murcia;2021;11
441;14974;23874,136;40,8956;131;Comunitat Valenciana;Castellón/Castelló;2021;11
745;30528;59423,4913;74,3344;324;Cataluña;Tarragona;2021;11
2;11;54;27;1;Cataluña;Lleida;2021;11
194;2585;12233,215;49,1932;52;Andalucía;Málaga;2021;11
2;4;110;55;2;Andalucía;Jaén;2021;11
290;3556;9184,3807;44,0073;115;Andalucía;Granada;2021;11
4;8;272;68;1;Comunidad Foral de Navarra;Navarra;2021;11
40;52;680;113,3333;10;Castilla y León;Segovia;2021;11
4;4;136;34;1;Castilla y León;León;2021;11
6;10;204,84;39,71;3;Extremadura;Badajoz;2021;11
2;24;114,5026;57,2513;2;Castilla - La Mancha;Guadalajara;2021;11
2;2;58;29;1;Galicia;A Coruña;2021;11
2;8;291,648;145,824;1;Galicia;Pontevedra;2021;11
9;32;577,26;57,5;4;Castilla y León;Valladolid;2021;11
11;13;92;15,3333;5;Castilla y León;Salamanca;2021;11
645;84801;44399,33;44,1692;192;Comunitat Valenciana;Alicante/Alacant;2021;11
58;469;5325,8616;91,8252;13;Andalucía;Almería;2021;11
765;8024;50620,1634;79,2124;284;Cataluña;Tarragona;2021;12
164;1881;5263,745;85,0557;71;Andalucía;Granada;2021;12
8;29;1049,3336;131,1667;3;Principado de Asturias;Asturias;2021;12
18;104;2061,198;94,0066;7;Galicia;Pontevedra;2021;12
17;32;2226;123,6667;7;Castilla y León;Segovia;2021;12
26;15;264;17,2;9;Castilla y León;Salamanca;2021;12
67;242;2565,199;41,2705;20;Cantabria;Cantabria;2021;12
101037;14565374;6370710,508;40,7452;38716;Comunidad de Madrid;Madrid;2021;12
2;3;62;31;1;La Rioja;La Rioja;2021;12
26;47;928,051;54,6354;13;Comunitat Valenciana;Alicante/Alacant;2021;12
69124;10337251;4102539,624;51,0454;26294;Cataluña;Barcelona;2021;12
23;1059;1627,1851;55,4716;5;Cataluña;Lleida;2021;12
38;322;1119,98;50,398;18;Illes Balears;Illes Balears;2021;12
14;88;921,2;65,8;5;Extremadura;Badajoz;2021;12
10;40;1119,75;111,975;4;País Vasco;Bizkaia;2021;12
2858;369262;198710,6011;40,0385;875;Andalucía;Sevilla;2021;12
169;1840;5094,076;28,6057;60;Castilla - La Mancha;Toledo;2021;12
12;14;1428,24;99,16;4;Canarias;Santa Cruz de Tenerife;2021;12
11123;1471236;519750,9096;33,8693;3352;Comunitat Valenciana;Valencia/València;2021;12
12;92;776,928;64,744;5;Aragón;Teruel;2021;12
8;8;921,1151;110,1239;4;Región de Murcia;Murcia;2021;12
3;17;461;137;2;Canarias;Las Palmas;2021;12
44;84;943,2;21,6857;16;Andalucía;Córdoba;2021;12
6958;1020039;395547,526;48,4702;1829;Andalucía;Cádiz;2021;12
1;5;53,2125;53,2125;1;Comunidad Foral de Navarra;Navarra;2021;12
1989;142577;113210,8987;41,6449;548;Andalucía;Málaga;2021;12
2;2;166;83;1;Castilla - La Mancha;Cuenca;2021;12
5;68;203,3675;40,6735;5;Castilla - La Mancha;Guadalajara;2021;12
33;335;759,2211;23,0067;15;Extremadura;Cáceres;2021;12
20;297;609,9794;25,9217;19;País Vasco;Araba/Álava;2021;12
37;93;2364,1257;62,9306;14;Comunitat Valenciana;Castellón/Castelló;2021;12
1657;177594;102730,4259;66,7777;478;Cataluña;Girona;2021;12
27;242;898,6165;25,2972;12;Aragón;Zaragoza;2021;12
8;29;545,3504;68,1688;4;Castilla y León;Valladolid;2021;12
5;4;288,1;41,45;2;Galicia;A Coruña;2021;12
23;237;1491,31;57,194;7;Andalucía;Almería;2021;12
5;2;0;0;2;Castilla y León;Ávila;2021;12
5;4;548,75;109,75;2;Castilla - La Mancha;Albacete;2021;12
73;487;3999,6558;36,4357;37;Aragón;Zaragoza;2022;1
2;7;66;33;1;La Rioja;La Rioja;2022;1
2;6;50,1;25,05;2;País Vasco;Araba/Álava;2022;1
130;1246;5405,6937;53,904;60;Comunitat Valenciana;Alicante/Alacant;2022;1
4;5;92;23;2;Castilla y León;Salamanca;2022;1
2;4;401,408;200,704;1;Castilla - La Mancha;Albacete;2022;1
21;34;1839,2;115,7;10;Castilla y León;Segovia;2022;1
1;1;49,5;49,5;1;Comunidad Foral de Navarra;Navarra;2022;1
18;84;1844,4983;77,5173;7;Región de Murcia;Murcia;2022;1
320;2191;24107,7408;66,1196;123;Cataluña;Girona;2022;1
10;16;527,39;44,13;6;Andalucía;Jaén;2022;1
732;80654;47757,9458;38,4474;263;Andalucía;Sevilla;2022;1
34;279;819,605;32,5645;17;Extremadura;Cáceres;2022;1
8;11;344;43;4;Castilla y León;Burgos;2022;1
8;25;430,4;53,8;2;Andalucía;Huelva;2022;1
2414;284324;138180,4982;57,2413;794;Andalucía;Córdoba;2022;1
125;752;3721,7171;26,1225;53;Castilla - La Mancha;Toledo;2022;1
5;2;704,1;121,65;2;Canarias;Las Palmas;2022;1
5071;343202;225231,7827;35,7407;1721;Comunitat Valenciana;Valencia/València;2022;1
4;13;844,8;211,2;2;Illes Balears;Illes Balears;2022;1
428;5205;29491,1925;68,3506;181;Cataluña;Tarragona;2022;1
4;28;304;76;2;Canarias;Santa Cruz de Tenerife;2022;1
40;270;3069,572;52,278;17;Comunitat Valenciana;Castellón/Castelló;2022;1
60749;6121120;3418018,55;51,4916;23867;Cataluña;Barcelona;2022;1
107004;14895600;6377900,921;39,8321;42802;Comunidad de Madrid;Madrid;2022;1
1743;180917;92359,3501;37,4651;520;Andalucía;Málaga;2022;1
27;69;9210,327;267,0602;7;País Vasco;Bizkaia;2022;1
37;194;2459,3201;45,9256;17;Castilla y León;Valladolid;2022;1
560;15311;25916,6924;46,1013;156;Andalucía;Cádiz;2022;1
14;55;1449,3542;103,5253;6;Galicia;Pontevedra;2022;1
35;294;895,8;39,8;14;Cantabria;Cantabria;2022;1
1231;73008;68418,3815;41,6069;324;Andalucía;Granada;2022;1
16;60;1477,845;82,8683;8;Principado de Asturias;Asturias;2022;1
368;51178;21501,9824;58,4293;104;Andalucía;Almería;2022;1
7;13;1188,594;148,266;3;Galicia;A Coruña;2022;1
2;22;122,9325;61,4663;2;Castilla - La Mancha;Guadalajara;2022;1
19;52;984,943;60,4348;8;Cataluña;Lleida;2022;1
8;6;0;0;3;Castilla y León;Ávila;2022;1
342;7197;12926,4464;33,228;93;Castilla - La Mancha;Cuenca;2022;2
1135;127539;54554,2406;70,6321;352;Comunitat Valenciana;Alicante/Alacant;2022;2
2;6;172,4826;86,2413;1;Castilla - La Mancha;Albacete;2022;2
918;118220;44366,023;65,3781;327;Cataluña;Girona;2022;2
14;2;0;0;3;Castilla y León;Ávila;2022;2
1694;185575;100751,6664;59,4756;460;Comunitat Valenciana;Castellón/Castelló;2022;2
10;7;1185;118,5;1;Cantabria;Cantabria;2022;2
10;6;0;0;4;Castilla y León;Salamanca;2022;2
102521;13525753;5665555,236;39,3109;40626;Comunidad de Madrid;Madrid;2022;2
336;2563;21578,1804;60,1412;156;Cataluña;Tarragona;2022;2
53261;4977205;2968472,611;49,4622;20919;Cataluña;Barcelona;2022;2
16;42;465,9869;28,1089;7;Illes Balears;Illes Balears;2022;2
12747;2586341;769744,1166;66,0101;3182;Andalucía;Almería;2022;2
26;176;3031,847;116,6095;8;Galicia;Pontevedra;2022;2
115;1692;3369,3396;33,6;40;Andalucía;Granada;2022;2
4;46;268,14;67,035;3;Castilla - La Mancha;Guadalajara;2022;2
34;157;4051,4553;118,925;13;Castilla y León;Valladolid;2022;2
8;23;809,6;101,2;1;Extremadura;Cáceres;2022;2
1;2;15;15;1;Galicia;A Coruña;2022;2
53;556;4046,5357;49,4587;20;Aragón;Zaragoza;2022;2
14;105;997,752;65,1876;7;Principado de Asturias;Asturias;2022;2
22;67;2533,31;64,6575;10;Cataluña;Lleida;2022;2
5;35;115;23;2;Extremadura;Badajoz;2022;2
40;22;196;9,8;14;Andalucía;Córdoba;2022;2
4;5;155,22;38,805;2;Castilla y León;Burgos;2022;2
1202;101659;68916,4687;36,9593;378;Andalucía;Cádiz;2022;2
2014;169838;103924,6582;59,5627;545;Andalucía;Málaga;2022;2
58;703;6836,3312;100,9601;17;País Vasco;Bizkaia;2022;2
62;207;1155,9406;33,442;23;Castilla - La Mancha;Toledo;2022;2
20;23;228,4;15,1;9;Castilla y León;Segovia;2022;2
2;3;40,4;20,2;1;País Vasco;Araba/Álava;2022;2
1967;60044;61580,9962;33,2198;821;Comunitat Valenciana;Valencia/València;2022;2
7;2;26,705;3,815;1;Canarias;Santa Cruz de Tenerife;2022;2
29;225;910,7305;31,4045;12;Canarias;Las Palmas;2022;2
235;8031;15177,1968;68,9298;66;Región de Murcia;Murcia;2022;2
793;69303;53250,2672;67,1504;233;Andalucía;Huelva;2022;2
141;745;4008,1154;38,1572;55;Andalucía;Sevilla;2022;2
15;45;840;56;3;Castilla - La Mancha;Albacete;2022;3
171;4253;6959,763;14,3205;50;Castilla y León;Ávila;2022;3
6;20;228;38;2;Cantabria;Cantabria;2022;3
647;11550;24917,7525;47,9204;255;Andalucía;Sevilla;2022;3
701;23678;26477,63;53,613;207;Comunidad Foral de Navarra;Navarra;2022;3
5;6;0;0;3;Castilla y León;Salamanca;2022;3
13;5;1722,5;132,5;1;La Rioja;La Rioja;2022;3
109307;12676056;5999242,746;39,4234;42675;Comunidad de Madrid;Madrid;2022;3
3197;285146;197915,1562;52,2901;942;Andalucía;Cádiz;2022;3
89;802;4903,2725;37,5269;37;Aragón;Zaragoza;2022;3
106;554;8183,6549;75,9753;42;Comunitat Valenciana;Alicante/Alacant;2022;3
2;2;156,8;78,4;1;Galicia;A Coruña;2022;3
1545;73688;77208,7539;58,9105;427;Andalucía;Granada;2022;3
1422;109454;79093,773;55,6215;375;Andalucía;Almería;2022;3
2;1;82;41;1;Castilla y León;Burgos;2022;3
26;189;3405,7496;99,9565;9;Castilla y León;Valladolid;2022;3
14;68;866,1338;61,8667;3;Extremadura;Cáceres;2022;3
2390;313821;108280,1816;57,2027;700;Región de Murcia;Murcia;2022;3
78;60;567;24,75;27;Andalucía;Córdoba;2022;3
122;1397;4963,3967;36,0159;33;Castilla - La Mancha;Cuenca;2022;3
4;7;245,2;61,3;2;Canarias;Santa Cruz de Tenerife;2022;3
57070;5001564;3098515,366;47,6829;22655;Cataluña;Barcelona;2022;3
1966;163139;93128,9979;36,6336;561;Andalucía;Málaga;2022;3
473;5112;39351,2401;73,0878;201;Cataluña;Tarragona;2022;3
641;43353;46987,4819;80,25;174;País Vasco;Bizkaia;2022;3
61;487;5304,094;54,28;21;Galicia;Pontevedra;2022;3
17;102;1506,8239;88,6367;6;Principado de Asturias;Asturias;2022;3
248;8720;14877,1372;89,4532;66;Andalucía;Jaén;2022;3
4;6;205,44;51,36;1;Canarias;Las Palmas;2022;3
4;11;163,6;40,9;4;País Vasco;Araba/Álava;2022;3
16;94;1166,667;142,8889;6;Castilla y León;Segovia;2022;3
99;523;8265,9541;82,0744;44;Cataluña;Girona;2022;3
47;102;469,579;23,2683;23;Castilla - La Mancha;Toledo;2022;3
1437;17235;49174,9573;34,2048;612;Comunitat Valenciana;Valencia/València;2022;3
1157;72322;58304,5062;79,1837;322;Cataluña;Lleida;2022;3
888;71158;49892,0085;63,8157;259;Comunitat Valenciana;Castellón/Castelló;2022;3
146;485;4851,8741;38,2839;63;Illes Balears;Illes Balears;2022;3
265;8464;21491,0506;48,8079;76;Aragón;Zaragoza;2022;4
126;5149;8082,1004;68,0765;64;Andalucía;Almería;2022;4
1194;93254;84950,1578;63,7141;392;Andalucía;Cádiz;2022;4
1;3;109,45;109,45;1;Comunidad Foral de Navarra;Navarra;2022;4
8;15;930,416;101,5013;3;Galicia;A Coruña;2022;4
64;152;2005,364;42,0208;29;Illes Balears;Illes Balears;2022;4
1;1;35;35;1;País Vasco;Araba/Álava;2022;4
1424;18938;49915,7951;34,4467;619;Comunitat Valenciana;Valencia/València;2022;4
130;1580;12347,65;81,8476;40;Comunitat Valenciana;Alicante/Alacant;2022;4
73;1462;2533,9176;34,7112;25;Castilla y León;Ávila;2022;4
20;27;184;23;5;Castilla y León;Salamanca;2022;4
168;7073;7182,1239;45,6975;52;Castilla - La Mancha;Guadalajara;2022;4
1205;97926;66758,3223;120,7058;345;Cataluña;Lleida;2022;4
587;57594;34523,3755;43,2102;164;La Rioja;La Rioja;2022;4
38;583;2763,9984;38,2315;17;Galicia;Pontevedra;2022;4
6;44;391,98;65,33;2;Cantabria;Cantabria;2022;4
4764;787773;268738,1642;36,5145;1331;Andalucía;Málaga;2022;4
46731;3894751;2498272,538;46,662;19197;Cataluña;Barcelona;2022;4
129;3454;6887,6789;31,0888;38;Comunitat Valenciana;Castellón/Castelló;2022;4
47;520;3757,623;53,9347;18;Principado de Asturias;Asturias;2022;4
8;8;1152;120,2;3;Canarias;Santa Cruz de Tenerife;2022;4
121;2871;5899,5568;153,665;36;Castilla y León;Segovia;2022;4
92043;10262824;5070746,885;39,0328;36360;Comunidad de Madrid;Madrid;2022;4
54;225;3192,3977;75,7393;21;Andalucía;Granada;2022;4
50;604;5351,4188;99,8134;17;Castilla y León;Valladolid;2022;4
36;260;1103,7;42,3;14;Castilla - La Mancha;Cuenca;2022;4
49;312;2030,6652;42,1481;13;Castilla - La Mancha;Albacete;2022;4
217;969;20850,5652;76,4219;92;Cataluña;Girona;2022;4
586;38628;25590,7764;75,3293;173;Región de Murcia;Murcia;2022;4
24;176;2478;88;7;Aragón;Teruel;2022;4
2310;95226;132715,7636;58,3106;606;Andalucía;Jaén;2022;4
31;250;1553,4875;50,1125;8;Extremadura;Cáceres;2022;4
12;9;1125;93,75;3;Castilla y León;Burgos;2022;4
1048;59308;74033,4448;70,6426;286;País Vasco;Gipuzkoa;2022;4
374;26164;24618,2334;81,2233;109;País Vasco;Bizkaia;2022;4
1607;155982;78431,8349;31,3669;511;Andalucía;Sevilla;2022;4
118;116;3459,24;31,8414;42;Andalucía;Córdoba;2022;4
14;18;1121,4928;80,1066;7;Canarias;Las Palmas;2022;4
760;29036;51205,6386;68,4792;262;Cataluña;Tarragona;2022;4
47;119;925,59;34,2736;22;Castilla - La Mancha;Toledo;2022;4
59890;5380434;3357714,129;39,5825;24716;Comunidad de Madrid;Madrid;2022;5
245;7456;10483,795;42,791;67;Castilla - La Mancha;Cuenca;2022;5
29;78;1661,096;62,9519;12;Castilla - La Mancha;Toledo;2022;5
473;19089;18821,9547;62,2532;146;Castilla - La Mancha;Albacete;2022;5
514;9496;52337,3718;82,0454;198;Cataluña;Tarragona;2022;5
1628;83235;59789,6022;35,4017;498;Andalucía;Jaén;2022;5
22;669;1006,7607;41,7134;7;Castilla - La Mancha;Guadalajara;2022;5
2330;227200;129541,3103;43,0834;706;Andalucía;Málaga;2022;5
2;2;50;25;1;La Rioja;La Rioja;2022;5
36774;2045107;1883401,597;48,4877;15435;Cataluña;Barcelona;2022;5
19;218;957;49,75;7;Cantabria;Cantabria;2022;5
31;61;2656,6256;63,8289;13;Andalucía;Granada;2022;5
1072;78474;67769,3332;36,7167;329;Aragón;Zaragoza;2022;5
178;2156;12417,6499;86,6228;51;Comunitat Valenciana;Alicante/Alacant;2022;5
438;10698;21771,874;59,4974;166;Andalucía;Almería;2022;5
13;6;762,2;47,8;3;País Vasco;Araba/Álava;2022;5
2;1;52;26;1;Comunitat Valenciana;Castellón/Castelló;2022;5
12;37;540;45;5;Extremadura;Badajoz;2022;5
129;419;17319,2123;108,3802;43;Cataluña;Lleida;2022;5
1004;41727;43387,8424;33,7098;319;Andalucía;Córdoba;2022;5
247;2343;17935,5264;35,4294;84;Andalucía;Cádiz;2022;5
66;604;2638,1508;61,6315;36;Illes Balears;Illes Balears;2022;5
38;229;3124,45;97,65;11;Aragón;Teruel;2022;5
2;3;79,34;39,67;2;Galicia;A Coruña;2022;5
2;1;180;90;1;Castilla y León;Zamora;2022;5
58;1582;4547,1639;106,7121;21;País Vasco;Bizkaia;2022;5
1;1;55;55;1;Galicia;Pontevedra;2022;5
23;30;0;0;8;Castilla y León;Segovia;2022;5
22;526;1580,116;74,7829;10;Región de Murcia;Murcia;2022;5
1106;11973;41776,0208;37,221;507;Comunitat Valenciana;Valencia/València;2022;5
2;2;202;101;1;Andalucía;Huelva;2022;5
46;1238;4042,4064;87,8784;16;Castilla y León;Valladolid;2022;5
56;1356;3455,0688;43,4903;22;Principado de Asturias;Asturias;2022;5
2535;295182;133175,9996;62,9746;796;Andalucía;Sevilla;2022;5
17;88;1126,885;84,6564;9;Canarias;Santa Cruz de Tenerife;2022;5
30;78;1961,66;59,714;10;Canarias;Las Palmas;2022;5
472;3763;36294,9389;80,5043;211;Cataluña;Girona;2022;5
2;4;80;40;1;Castilla y León;Zamora;2022;6
43;552;568,2321;13,2147;15;Comunidad Foral de Navarra;Navarra;2022;6
1448;41359;74415,6266;45,7615;532;Comunitat Valenciana;Valencia/València;2022;6
17;49;1486,6465;77,9178;9;Galicia;A Coruña;2022;6
107;1643;4293,752;90,7655;41;Aragón;Teruel;2022;6
19;93;1056,5;50,5;7;Región de Murcia;Murcia;2022;6
34;195;4713,1006;149,3417;10;Canarias;Santa Cruz de Tenerife;2022;6
224;1624;16273,4;42,6767;74;Andalucía;Cádiz;2022;6
18;77;965,3;58,3833;8;Canarias;Las Palmas;2022;6
7;4;727,5;86,25;2;Castilla y León;Burgos;2022;6
23;145;2006,75;87,25;8;Castilla y León;Valladolid;2022;6
2;3;720;360;1;Galicia;Lugo;2022;6
8;35;280;35;8;País Vasco;Araba/Álava;2022;6
882;10448;69658,1692;82,6064;397;Cataluña;Girona;2022;6
2;0;170;85;1;Aragón;Zaragoza;2022;6
402;11296;19255,1007;58,7679;125;Comunitat Valenciana;Alicante/Alacant;2022;6
493;38075;32964,071;42,6512;255;Andalucía;Sevilla;2022;6
18;105;956,8592;74,0933;11;Castilla - La Mancha;Toledo;2022;6
4;6;200;50;1;La Rioja;La Rioja;2022;6
3;21;204,9;68,3;2;País Vasco;Bizkaia;2022;6
7;6;229,032;37,716;3;Principado de Asturias;Asturias;2022;6
44766;3473686;2313515,818;40,1593;19139;Comunidad de Madrid;Madrid;2022;6
1222;39197;93373,7118;72,3984;433;Cataluña;Tarragona;2022;6
1;1;1;1;1;Galicia;Pontevedra;2022;6
15;22;739,026;93,944;7;Castilla y León;Segovia;2022;6
1068;38606;60930,1011;57,8647;328;Andalucía;Málaga;2022;6
4;51;310,4;77,6;3;Castilla - La Mancha;Albacete;2022;6
6;11;0;0;2;Castilla y León;Ávila;2022;6
204;5025;24084,4521;102,3592;85;Cataluña;Lleida;2022;6
