ENTRADAS;VISITAS_PAGINAS;GASTO_TOTAL;PRECIO_MEDIO_ENTRADA;TRANSACCIONES;CCAA;PROVINCIA;AÑO;MES
13;112;767,275;46,2125;7;Galicia;A Coruña;2018;1
1;3;22;22;1;Comunidad Foral de Navarra;Navarra;2018;1
21;250;666,1706;34,9555;17;País Vasco;Araba/Álava;2018;1
11354;1562114;426090,9249;33,7201;3904;Comunitat Valenciana;Valencia/València;2018;1
372;30798;11027,9146;30,7811;158;Comunitat Valenciana;Alicante/Alacant;2018;1
13;115;377,008;40,917;12;Canarias;Las Palmas;2018;1
62;199;2101,7872;37,1288;26;Castilla y León;Zamora;2018;1
45;450;2673,9948;64,3478;27;Región de Murcia;Murcia;2018;1
41;278;4786,0776;116,7336;14;País Vasco;Bizkaia;2018;1
2;4;110;55;2;Andalucía;Jaén;2018;1
282;3007;26225,317;73,2186;128;Andalucía;Málaga;2018;1
2;6;75,4488;37,7244;1;Castilla y León;Salamanca;2018;1
4;34;393,1792;98,2948;4;Castilla y León;Burgos;2018;1
573;8509;42172,243;71,9072;253;Cataluña;Tarragona;2018;1
104;712;7287,4474;68,7236;54;Andalucía;Córdoba;2018;1
123;875;8738,0883;63,7536;50;Castilla y León;Valladolid;2018;1
38;842;1735,156;45,662;18;Extremadura;Cáceres;2018;1
103710;22062304;5831406,75;50,2489;42418;Cataluña;Barcelona;2018;1
3;8;122,6043;40,8681;1;Andalucía;Almería;2018;1
4;44;122,874;30,7185;2;Principado de Asturias;Asturias;2018;1
2;3;40;20;1;Castilla - La Mancha;Cuenca;2018;1
139977;45238767;7624981,527;41,136;55415;Comunidad de Madrid;Madrid;2018;1
17;53;1255,5;86,25;8;La Rioja;La Rioja;2018;1
806;16748;23703,5307;38,7291;347;Andalucía;Sevilla;2018;1
1246;45448;78357,1315;60,8238;525;Cataluña;Girona;2018;1
200;2442;9883,8532;66,6831;95;Andalucía;Granada;2018;1
9;67;702,3346;123,6673;5;Castilla y León;Segovia;2018;1
220;24011;9695,0761;45,0649;67;Cantabria;Cantabria;2018;1
4;10;139,8;34,95;2;Castilla y León;Ávila;2018;1
102;1181;8676,5088;29,7547;47;Aragón;Zaragoza;2018;1
11;236;994,5656;89,7555;6;Andalucía;Cádiz;2018;1
4;21;327,9948;81,9987;2;Canarias;Santa Cruz de Tenerife;2018;1
523;43232;25779,4214;61,6373;139;Comunitat Valenciana;Castellón/Castelló;2018;1
10;138;1089,6814;95,3422;10;Andalucía;Huelva;2018;1
421;13255;24885,1371;69,9027;153;Cataluña;Lleida;2018;1
33;353;3832,82;128,9319;14;Aragón;Teruel;2018;1
99;1969;12055,7919;128,0847;41;Aragón;Huesca;2018;1
303;12639;16122,0273;82,2925;72;Illes Balears;Illes Balears;2018;1
281;4771;13796,5043;48,1602;136;Castilla - La Mancha;Toledo;2018;1
361;3028;34335,3154;70,2234;155;Andalucía;Málaga;2018;2
376;6003;25903,4919;54,6262;155;Cataluña;Tarragona;2018;2
8;48;330,6576;41,3322;3;Galicia;A Coruña;2018;2
18;221;1277,0424;70,9468;7;Andalucía;Almería;2018;2
71;439;9534,1232;139,4864;22;Illes Balears;Illes Balears;2018;2
1045;132194;37842,571;74,0535;411;Región de Murcia;Murcia;2018;2
36;853;3125,5948;91,6679;14;Aragón;Teruel;2018;2
86;390;5701,8434;85,0137;34;Andalucía;Córdoba;2018;2
2;18;49;24,5;2;Canarias;Las Palmas;2018;2
24;102;594,0302;33,4648;12;Andalucía;Cádiz;2018;2
33;724;1136,6322;34,4434;23;Extremadura;Cáceres;2018;2
35;107;953;28,5;16;Castilla y León;Zamora;2018;2
6;53;804;105;2;Extremadura;Badajoz;2018;2
9;12;1041,0624;115,6736;4;Canarias;Santa Cruz de Tenerife;2018;2
2;3;180;90;1;Galicia;Pontevedra;2018;2
5;18;264,5949;56,3247;2;Principado de Asturias;Asturias;2018;2
62442;8102065;3242709,627;48,3418;25927;Cataluña;Barcelona;2018;2
1;5;20,958;20,958;1;Castilla - La Mancha;Albacete;2018;2
123;829;7119,7065;69,0858;60;Andalucía;Granada;2018;2
2;10;139,9;69,95;2;Castilla y León;Ávila;2018;2
26;207;1519,2975;57,8957;12;Castilla y León;Valladolid;2018;2
4;14;197,9396;49,4849;2;Castilla y León;León;2018;2
105;1467;11569,6167;38,7043;42;Aragón;Zaragoza;2018;2
6;37;397,9998;66,3333;3;Castilla y León;Segovia;2018;2
6;3;1008;168;1;Castilla y León;Salamanca;2018;2
700;8369;22057,195;35,444;298;Andalucía;Sevilla;2018;2
1504;172241;86570,1397;58,2933;586;Cataluña;Girona;2018;2
826;80320;46819,0842;56,6817;220;País Vasco;Gipuzkoa;2018;2
3366;935229;125911,8167;55,3333;1459;Comunitat Valenciana;Alicante/Alacant;2018;2
325;3999;15014,2141;51,0066;131;Castilla - La Mancha;Toledo;2018;2
5;149;375,8169;78,6362;3;Castilla - La Mancha;Ciudad Real;2018;2
26;317;788,4058;30,3233;7;Castilla - La Mancha;Cuenca;2018;2
872;72960;47630,3219;66,5794;267;Cataluña;Lleida;2018;2
3;19;240,7842;80,2614;3;Comunidad Foral de Navarra;Navarra;2018;2
40;371;1738,2608;49,1323;16;Comunitat Valenciana;Castellón/Castelló;2018;2
53;388;2896,4616;41,4992;22;País Vasco;Araba/Álava;2018;2
206;12689;10878,0947;96,1054;75;Aragón;Huesca;2018;2
2;0;68;34;1;Castilla y León;Palencia;2018;2
28;112;2640,2852;94,2959;11;País Vasco;Bizkaia;2018;2
46;630;2247,2256;41,2419;16;Cantabria;Cantabria;2018;2
6;33;326;76,6667;4;Andalucía;Huelva;2018;2
5363;214367;179313,8035;31,6733;2149;Comunitat Valenciana;Valencia/València;2018;2
105442;21740383;5231748,45;40,4734;41524;Comunidad de Madrid;Madrid;2018;2
6;9;400;58;2;La Rioja;La Rioja;2018;2
3655;922134;148971,3599;56,7636;1478;Región de Murcia;Murcia;2018;3
3;7;63;18,5;2;Castilla y León;Zamora;2018;3
2;5;41,916;20,958;1;Andalucía;Huelva;2018;3
2;13;73;36,5;2;Galicia;Pontevedra;2018;3
106;5489;9857,9672;106,7475;33;Aragón;Teruel;2018;3
417;4625;23546,9117;86,2318;134;Cataluña;Lleida;2018;3
4050;208788;146799,2029;37,1911;1541;Comunitat Valenciana;Valencia/València;2018;3
16;61;661,3336;41,3334;8;Comunitat Valenciana;Castellón/Castelló;2018;3
67099;7101220;3205581,386;51,4979;27461;Cataluña;Barcelona;2018;3
658;10151;20110,0733;39,9779;262;Andalucía;Sevilla;2018;3
159;5899;12976,1799;58,1919;52;Andalucía;Almería;2018;3
39;504;969,1968;24,8512;13;Castilla - La Mancha;Cuenca;2018;3
679;16818;51616,49;64,7893;283;Cataluña;Tarragona;2018;3
52;212;2652,4448;70,7268;20;Andalucía;Córdoba;2018;3
4;26;393,1968;98,2992;2;Galicia;Ourense;2018;3
588;73728;32009,1324;54,4373;160;País Vasco;Gipuzkoa;2018;3
6;45;512;77;3;Canarias;Santa Cruz de Tenerife;2018;3
2386;153499;143592,0012;58,6691;932;Cataluña;Girona;2018;3
9;29;565;57,6667;5;Castilla y León;Salamanca;2018;3
32;176;4391,8025;128,0392;12;Castilla - La Mancha;Ciudad Real;2018;3
51;787;3583,6155;40,8683;16;Comunidad Foral de Navarra;Navarra;2018;3
6;21;319,467;53,2445;3;Canarias;Las Palmas;2018;3
13;137;623,6256;72,5426;7;Galicia;A Coruña;2018;3
56;258;7614,102;129,7185;20;Andalucía;Jaén;2018;3
6;29;411,756;68,626;3;Castilla y León;Segovia;2018;3
808;94616;46208,4776;99,4225;355;Andalucía;Málaga;2018;3
49;889;1628,8678;33,2422;19;Principado de Asturias;Asturias;2018;3
2032;401151;84338,0847;74,6488;821;Andalucía;Granada;2018;3
31;331;1809,5438;56,6269;21;Extremadura;Cáceres;2018;3
13;18;2038,996;148,3996;4;Castilla y León;Ávila;2018;3
993;106701;53197,8819;41,1403;275;País Vasco;Araba/Álava;2018;3
32;67;1475,9392;56,1862;10;La Rioja;La Rioja;2018;3
3;16;115,4;36,35;3;Castilla - La Mancha;Guadalajara;2018;3
206;5593;14309,084;68,6561;81;Comunitat Valenciana;Alicante/Alacant;2018;3
5;10;268,75;53,75;2;Castilla y León;Burgos;2018;3
233;3288;12579,143;59,6972;117;Castilla - La Mancha;Toledo;2018;3
156;2013;8581,9284;40,2583;57;Andalucía;Cádiz;2018;3
55;227;4652,5167;72,9916;23;Castilla y León;Valladolid;2018;3
96;441;10617,7177;136,2955;28;Illes Balears;Illes Balears;2018;3
115204;23063458;5669115,572;40,5596;45170;Comunidad de Madrid;Madrid;2018;3
103;2228;5336,7412;63,6495;32;País Vasco;Bizkaia;2018;3
92;2109;4685,604;62,481;33;Cantabria;Cantabria;2018;3
134;931;7589,2945;33,6965;52;Aragón;Zaragoza;2018;3
20;100;3270,4141;106,3667;13;Aragón;Huesca;2018;3
37;221;3725,3999;99,0922;15;Extremadura;Badajoz;2018;3
55505;5385037;2863138,989;50,6518;23064;Cataluña;Barcelona;2018;4
868;66330;39273,9074;47,4532;328;Andalucía;Córdoba;2018;4
419;4109;32906,3461;122,4206;124;Cataluña;Lleida;2018;4
63;3361;5562,4887;95,8932;20;Aragón;Teruel;2018;4
16;83;507,4088;33,8087;12;País Vasco;Araba/Álava;2018;4
4802;146816;186687,0512;38,1751;1846;Comunitat Valenciana;Valencia/València;2018;4
231;7041;18628,8058;54,9109;79;Andalucía;Almería;2018;4
335;26404;13947,0941;37,8272;100;Principado de Asturias;Asturias;2018;4
26;242;2334,6246;146,9145;10;Illes Balears;Illes Balears;2018;4
17;60;1014,6852;51,2301;9;Canarias;Las Palmas;2018;4
8;45;727,9992;90,9999;4;Galicia;Ourense;2018;4
26;83;3367,098;91,492;9;Extremadura;Badajoz;2018;4
37;173;2018,5316;65,9002;22;Comunitat Valenciana;Castellón/Castelló;2018;4
100;1207;3565,0598;45,6317;50;Región de Murcia;Murcia;2018;4
17;43;1280,5;135,5;6;La Rioja;La Rioja;2018;4
7311;3349250;290802,788;49,4889;2680;Andalucía;Sevilla;2018;4
2;12;196;98;1;Canarias;Santa Cruz de Tenerife;2018;4
266;2865;18955,5867;62,0071;84;Andalucía;Cádiz;2018;4
4;4;132;33;2;País Vasco;Gipuzkoa;2018;4
83955;12454744;4010716,464;40,4695;33852;Comunidad de Madrid;Madrid;2018;4
3;7;179,2166;73,6083;2;Aragón;Huesca;2018;4
220;2416;9418,1239;47,6333;109;Castilla - La Mancha;Toledo;2018;4
5;15;551,7983;72,8554;3;Castilla - La Mancha;Guadalajara;2018;4
8;37;511,776;63,972;3;Castilla y León;Palencia;2018;4
8;21;523,7264;65,4658;3;Castilla y León;León;2018;4
23;102;1701,8188;89,3237;9;Castilla y León;Salamanca;2018;4
6;13;1714;278,25;3;Castilla y León;Segovia;2018;4
7;7;564;81;4;Castilla y León;Ávila;2018;4
788;80096;49769,9147;80,9212;231;Aragón;Zaragoza;2018;4
317;9972;19297,197;64,2256;132;Andalucía;Granada;2018;4
122;4676;3168,4797;45,0797;44;Extremadura;Cáceres;2018;4
302;13584;13163,7118;75,7264;93;País Vasco;Bizkaia;2018;4
9;41;467,6477;59,7367;4;Galicia;A Coruña;2018;4
2774;243925;151923,3584;57,3616;1134;Cataluña;Girona;2018;4
72;366;5803,672;84,2967;36;Andalucía;Jaén;2018;4
37;477;2320,6978;61,8206;16;Comunidad Foral de Navarra;Navarra;2018;4
99;890;5055,4697;64,5296;44;Castilla y León;Valladolid;2018;4
620;12320;49915,2008;65,7942;243;Cataluña;Tarragona;2018;4
80;2952;4205,0291;56,1528;30;Cantabria;Cantabria;2018;4
322;9422;17769,701;54,6378;141;Andalucía;Málaga;2018;4
27;164;3485,8018;115,9913;10;Castilla - La Mancha;Ciudad Real;2018;4
549;18014;31608,056;52,7918;196;Comunitat Valenciana;Alicante/Alacant;2018;4
42;89;3386,0251;106,3762;12;Castilla y León;Segovia;2018;5
3916;113284;168610,9145;39,8522;1649;Comunitat Valenciana;Valencia/València;2018;5
85;641;4068,2327;71,8681;36;Región de Murcia;Murcia;2018;5
26;69;2107,4959;57,1315;12;Canarias;Las Palmas;2018;5
634;15919;35326,8185;57,714;232;Extremadura;Badajoz;2018;5
61;811;4537,1068;74,3788;20;Castilla y León;León;2018;5
1;2;18;18;1;Galicia;Pontevedra;2018;5
1;2;104,0021;104,0021;1;Andalucía;Huelva;2018;5
43;337;5891,7262;122,9668;14;Illes Balears;Illes Balears;2018;5
53754;7230691;2753653,896;51,3116;22597;Cataluña;Barcelona;2018;5
2834;292578;102942,2288;53,9142;1168;Andalucía;Córdoba;2018;5
79;1960;3510,2299;41,1757;33;Cantabria;Cantabria;2018;5
13;31;636,75;45,375;5;La Rioja;La Rioja;2018;5
232;4735;19676,14;58,6807;80;Andalucía;Almería;2018;5
26;228;1324,1874;82,805;17;Extremadura;Cáceres;2018;5
26;706;2502,8475;97,577;8;Aragón;Teruel;2018;5
432;12416;24927,069;48,1634;156;Comunitat Valenciana;Alicante/Alacant;2018;5
33;182;1054,3335;31,9495;14;Castilla - La Mancha;Albacete;2018;5
219;6582;10483,6568;83,3552;60;Aragón;Huesca;2018;5
57;754;4162,1856;73,0208;19;Castilla y León;Palencia;2018;5
230;2271;13811,8293;55,1065;87;Andalucía;Cádiz;2018;5
76;404;6830,9618;77,3769;37;Andalucía;Granada;2018;5
41;590;2824,69;74,998;19;Castilla y León;Valladolid;2018;5
167;1083;20683,5974;102,1463;53;Cataluña;Lleida;2018;5
1;5;18;18;1;Castilla - La Mancha;Guadalajara;2018;5
24;82;2697,823;126,964;10;Castilla - La Mancha;Ciudad Real;2018;5
73;874;5880,0302;86,9237;21;Castilla y León;Salamanca;2018;5
14;59;499,4;32,54;10;Comunitat Valenciana;Castellón/Castelló;2018;5
5;9;575;115;2;Galicia;Ourense;2018;5
162;1289;7837,6021;57,0379;77;Castilla - La Mancha;Toledo;2018;5
1049;70502;46026,7822;72,6393;310;Principado de Asturias;Asturias;2018;5
4;8;310,706;77,6765;2;Castilla y León;Ávila;2018;5
23;255;693,719;28,2558;18;País Vasco;Araba/Álava;2018;5
4;22;132;33;2;País Vasco;Gipuzkoa;2018;5
649;13395;45189,4354;72,0072;293;Cataluña;Tarragona;2018;5
24;148;1843,4904;98,7879;9;Canarias;Santa Cruz de Tenerife;2018;5
11;34;364,1831;32,4417;5;Galicia;A Coruña;2018;5
56;393;4489,989;79,5999;16;Comunidad Foral de Navarra;Navarra;2018;5
896;93607;46003,226;49,3138;286;Aragón;Zaragoza;2018;5
2900;213220;168066,8862;72,6454;1216;Cataluña;Girona;2018;5
71861;9955284;3476764,713;39,4769;30114;Comunidad de Madrid;Madrid;2018;5
287;3592;20528,9439;77,4137;127;Andalucía;Málaga;2018;5
593;12083;34519,6788;46,2682;225;Andalucía;Sevilla;2018;5
34;366;2780,1452;78,9153;14;País Vasco;Bizkaia;2018;5
110;898;7539,5772;67,6582;54;Andalucía;Jaén;2018;5
82;216;5521,5864;60,8276;31;Castilla - La Mancha;Ciudad Real;2018;6
4;3;384;96;2;Castilla y León;Salamanca;2018;6
34057;3208566;1744607,638;52,5734;14723;Cataluña;Barcelona;2018;6
507;16579;17841,9078;49,0694;164;Principado de Asturias;Asturias;2018;6
34;510;2939,0047;83,041;18;Andalucía;Granada;2018;6
342;13014;17472,9749;58,3116;128;Comunitat Valenciana;Alicante/Alacant;2018;6
41;674;1338,8568;67,2714;18;Castilla y León;Segovia;2018;6
3;17;78,9998;24,4999;3;Castilla - La Mancha;Guadalajara;2018;6
8;16;585;85,5;4;Castilla y León;Valladolid;2018;6
137;3453;7052,7356;56,1164;47;Cantabria;Cantabria;2018;6
215;2269;23903,6512;95,9879;76;Cataluña;Lleida;2018;6
472;56101;26070,727;39,3008;186;Andalucía;Sevilla;2018;6
18;437;361,9998;20,1111;9;Galicia;Ourense;2018;6
11;38;319,75;27,2625;5;Aragón;Zaragoza;2018;6
248;3551;19294,1889;78,4711;112;Andalucía;Málaga;2018;6
15;50;965,25;63,75;5;La Rioja;La Rioja;2018;6
10;19;1750,45;137,225;3;Castilla y León;Ávila;2018;6
1;9;49,95;49,95;1;País Vasco;Bizkaia;2018;6
489;58597;41090,2407;70,3461;223;Illes Balears;Illes Balears;2018;6
1593;63605;134271,7037;86,2553;628;Cataluña;Tarragona;2018;6
169;1473;8193,7734;55,0342;79;Castilla - La Mancha;Toledo;2018;6
238;6810;17107,7088;85,9097;58;Región de Murcia;Murcia;2018;6
22;205;668,6746;32,1113;17;País Vasco;Araba/Álava;2018;6
60935;10971067;2917639,426;40,7621;25496;Comunidad de Madrid;Madrid;2018;6
45;899;3624,6133;91,881;14;Comunidad Foral de Navarra;Navarra;2018;6
19;273;1478,171;87,2383;9;Canarias;Santa Cruz de Tenerife;2018;6
10;249;505;50,5;4;Canarias;Las Palmas;2018;6
23;266;1611,4;87,0667;18;Comunitat Valenciana;Castellón/Castelló;2018;6
527;23043;20584,042;59,562;148;Castilla y León;León;2018;6
354;13181;30949,3675;61,8184;104;Andalucía;Almería;2018;6
8;28;732;91,5;4;Andalucía;Córdoba;2018;6
1590;49316;117770,2178;83,4398;681;Cataluña;Girona;2018;6
237;4739;15501,6264;57,4803;84;Andalucía;Cádiz;2018;6
20;168;1163,571;72,7857;9;Extremadura;Cáceres;2018;6
2;2;170;85;1;Castilla - La Mancha;Cuenca;2018;6
2209;65894;91881,3073;37,5497;886;Comunitat Valenciana;Valencia/València;2018;6
34;1788;2153,1475;95,6538;15;Aragón;Teruel;2018;6
38;422;2639,8;57,8625;22;Andalucía;Jaén;2018;6
45;994;1071,558;23,8124;19;Galicia;Pontevedra;2018;6
6;99;168,688;32,086;4;Galicia;A Coruña;2018;6
3163;148744;154232,8816;55,3638;1191;Extremadura;Badajoz;2018;6
4;27;232;58;1;Aragón;Huesca;2018;7
6390;935160;307420,3537;51,5318;2356;Extremadura;Badajoz;2018;7
563;66527;49396,2866;79,1425;216;Illes Balears;Illes Balears;2018;7
376;4972;39093,1381;87,7155;126;Cataluña;Lleida;2018;7
585;15558;30503,5991;88,1167;220;Andalucía;Málaga;2018;7
42;1028;2184,446;48,5821;23;Andalucía;Granada;2018;7
81;1556;7273,507;92,8661;37;Canarias;Santa Cruz de Tenerife;2018;7
14;76;1509;104,25;6;Andalucía;Jaén;2018;7
43070;7764635;2114647,515;49,6842;18317;Cataluña;Barcelona;2018;7
2508;347138;124658,5805;46,1323;695;Cantabria;Cantabria;2018;7
575;58735;51731,4954;54,7111;176;Andalucía;Almería;2018;7
185;1168;8030,0815;39,5944;80;Castilla - La Mancha;Ciudad Real;2018;7
7;47;728,2765;104,0395;3;Galicia;Ourense;2018;7
10;54;647,1968;42,8443;7;Castilla y León;Salamanca;2018;7
263;3372;12533,7999;50,3338;115;Castilla - La Mancha;Toledo;2018;7
65;2574;1962,064;30,1856;18;Castilla y León;León;2018;7
3705;267334;379562,8712;84,2311;1359;Cataluña;Tarragona;2018;7
73;2023;4656,3868;62,1682;37;Comunitat Valenciana;Castellón/Castelló;2018;7
1015;106611;75182,4362;76,2551;333;Comunitat Valenciana;Alicante/Alacant;2018;7
12;148;414;34,5;6;Castilla y León;Zamora;2018;7
2;6;164;82;1;Castilla y León;Ávila;2018;7
2231;125627;169395,974;68,1554;999;Cataluña;Girona;2018;7
9;71;1490;128,3333;3;Castilla y León;Valladolid;2018;7
5;22;458;64;3;Galicia;Pontevedra;2018;7
62;2158;3022,5434;49,349;33;Extremadura;Cáceres;2018;7
42;859;1628,5093;28,2462;17;Galicia;A Coruña;2018;7
207;5544;6333,1417;48,0684;62;Principado de Asturias;Asturias;2018;7
16;38;720;45;4;Andalucía;Córdoba;2018;7
28;114;1431,7244;31,375;9;Aragón;Zaragoza;2018;7
1843;217590;97497,931;48,3709;663;Andalucía;Cádiz;2018;7
54;695;1989,0786;32,273;25;País Vasco;Araba/Álava;2018;7
156;2974;10385,1848;90,539;50;La Rioja;La Rioja;2018;7
348;18951;19770,4754;59,4618;100;Comunidad Foral de Navarra;Navarra;2018;7
2;8;151,3471;75,6736;2;Castilla y León;Burgos;2018;7
63953;15566641;3199196,368;41,4701;26157;Comunidad de Madrid;Madrid;2018;7
168;2898;11701,9998;83,8585;44;Región de Murcia;Murcia;2018;7
105;839;5676,3121;96,889;40;Castilla y León;Segovia;2018;7
4;34;114,8499;31,1417;4;Castilla - La Mancha;Guadalajara;2018;7
3;19;149;62;2;Andalucía;Huelva;2018;7
19;143;1215,7978;70,5262;9;Canarias;Las Palmas;2018;7
2295;83020;85022,0468;39,6242;925;Comunitat Valenciana;Valencia/València;2018;7
66;3194;5425,9891;67,017;22;Aragón;Teruel;2018;7
607;148064;42747,7932;49,2165;212;Andalucía;Sevilla;2018;7
144;7426;7623,4664;42,8795;52;País Vasco;Araba/Álava;2018;8
40;356;1798,21;61,4326;15;Galicia;A Coruña;2018;8
53;261;1708,9444;28,2286;23;Aragón;Zaragoza;2018;8
1843;67805;84822,6067;39,8524;705;Comunitat Valenciana;Valencia/València;2018;8
316;4079;13451,7298;69,7804;84;Región de Murcia;Murcia;2018;8
13;41;1836,1888;125,8661;5;Castilla y León;Valladolid;2018;8
18;69;2554,992;149,6247;6;Castilla - La Mancha;Ciudad Real;2018;8
149;4439;10797,9823;80,962;51;Illes Balears;Illes Balears;2018;8
67187;17363569;3405473,564;43,4414;26944;Comunidad de Madrid;Madrid;2018;8
5;24;731,3546;149,5588;4;Andalucía;Huelva;2018;8
40;357;3816,5776;59,4766;21;Canarias;Las Palmas;2018;8
1671;185304;83302,6969;73,532;621;Extremadura;Badajoz;2018;8
4;11;112;28;2;Aragón;Huesca;2018;8
309;4261;34455,7316;103,5143;101;Cataluña;Lleida;2018;8
6;23;521,925;86,9875;3;Castilla - La Mancha;Guadalajara;2018;8
52;2318;3362,686;39,9613;20;Aragón;Teruel;2018;8
2769;200197;158092,5866;59,562;1027;Andalucía;Cádiz;2018;8
5;17;116,2992;27,7664;3;Castilla y León;Salamanca;2018;8
284;4825;10979,9104;51,7232;95;Castilla y León;Segovia;2018;8
2368;251577;108878,5304;47,543;682;Cantabria;Cantabria;2018;8
37167;6353056;1720543,848;51,2109;15653;Cataluña;Barcelona;2018;8
625;98690;44487,7808;51,4502;236;Andalucía;Sevilla;2018;8
99;1330;9396,4492;68,0368;43;Canarias;Santa Cruz de Tenerife;2018;8
6;10;507,7112;84,9459;3;Castilla y León;Ávila;2018;8
116;1534;8349,058;104,7567;43;Andalucía;Granada;2018;8
4236;241401;463297,0061;85,0853;1388;Cataluña;Tarragona;2018;8
796;70950;68289,1384;55,7881;246;Andalucía;Almería;2018;8
13;20;2520,5128;193,8856;3;Galicia;Ourense;2018;8
136;1259;5395,0711;40,1791;54;Comunitat Valenciana;Castellón/Castelló;2018;8
715;14705;34092,6305;74,2454;242;Andalucía;Málaga;2018;8
95;1163;4316,5393;40,1134;42;Extremadura;Cáceres;2018;8
38;256;2614,0488;66,0124;24;Andalucía;Jaén;2018;8
374;3987;15634,6529;41,7479;157;Castilla - La Mancha;Toledo;2018;8
844;87175;44105,117;80,9321;247;País Vasco;Bizkaia;2018;8
82;498;3926,1945;41,7392;34;La Rioja;La Rioja;2018;8
774;58640;64611,556;63,5902;247;Comunitat Valenciana;Alicante/Alacant;2018;8
64;1044;4634,8832;66,7839;22;Comunidad Foral de Navarra;Navarra;2018;8
2258;142707;209734,7816;72,0818;771;Cataluña;Girona;2018;8
64;306;3292,3444;46,7467;21;Principado de Asturias;Asturias;2018;8
16;88;504,6338;40,8602;8;Andalucía;Córdoba;2018;8
43;304;3538,0388;60,1691;20;Extremadura;Cáceres;2018;9
29;230;1832,0802;63,9626;13;Comunidad Foral de Navarra;Navarra;2018;9
2;7;148,5;74,25;2;Castilla y León;Burgos;2018;9
17;55;884,8355;37,7916;8;Castilla y León;Salamanca;2018;9
142;2034;8769,0259;70,0078;54;Comunitat Valenciana;Alicante/Alacant;2018;9
24;289;679,6433;26,1909;20;País Vasco;Araba/Álava;2018;9
32;335;3091,8772;85,7098;12;Castilla y León;Valladolid;2018;9
3413;182758;154607,0604;49,3009;1329;Andalucía;Cádiz;2018;9
63;516;7722,3663;123,5576;23;Extremadura;Badajoz;2018;9
23;231;1771,6571;63,8884;14;Canarias;Las Palmas;2018;9
112;662;3837,605;56,8152;36;Región de Murcia;Murcia;2018;9
259;5384;14371,2491;46,6731;76;Aragón;Zaragoza;2018;9
93009;19890610;4979345,329;42,309;37544;Comunidad de Madrid;Madrid;2018;9
471;15030;20120,592;55,1377;170;La Rioja;La Rioja;2018;9
16;48;1557,3336;97,3334;7;Castilla y León;Ávila;2018;9
1240;71769;63170,4162;38,4382;497;Andalucía;Sevilla;2018;9
46;383;2918,2669;63,1724;19;Galicia;A Coruña;2018;9
43;234;3957,5748;90,1014;20;Andalucía;Granada;2018;9
22;104;369,6;19,4;14;Andalucía;Córdoba;2018;9
9;12;475,05;48,575;3;Principado de Asturias;Asturias;2018;9
57622;12294685;3031214,596;50,5233;24095;Cataluña;Barcelona;2018;9
12;13;415,333;47,1667;4;Castilla - La Mancha;Guadalajara;2018;9
153;5873;12030,2179;43,6015;57;Andalucía;Almería;2018;9
11;65;996,6;90,6;5;Galicia;Ourense;2018;9
7;25;474,7062;59,5589;4;Castilla - La Mancha;Ciudad Real;2018;9
1755;66368;153072,5756;78,7043;664;Cataluña;Tarragona;2018;9
113;2325;6643,202;57,811;41;Cantabria;Cantabria;2018;9
41;241;1347,1536;37,6316;20;Comunitat Valenciana;Castellón/Castelló;2018;9
47;427;3067,6108;63,7024;22;Canarias;Santa Cruz de Tenerife;2018;9
1;12;35,649;35,649;1;Castilla y León;León;2018;9
921;14925;61677,0666;61,4342;361;Cataluña;Girona;2018;9
351;8429;16703,9592;51,8786;144;Andalucía;Málaga;2018;9
51;386;1883,5331;102,0554;13;Castilla y León;Segovia;2018;9
208;2624;24680,7166;84,7908;78;Andalucía;Jaén;2018;9
232;13158;11851,6376;100,6571;73;País Vasco;Bizkaia;2018;9
4;5;236,0096;59,0024;1;Aragón;Huesca;2018;9
5;35;537,48;107,496;5;Andalucía;Huelva;2018;9
3723;134536;105873,7416;32,9371;1376;Comunitat Valenciana;Valencia/València;2018;9
26;402;2445,8766;113,8035;8;Aragón;Teruel;2018;9
30;207;3570,1537;104,8599;13;Illes Balears;Illes Balears;2018;9
96;604;9839,4787;93,3586;34;Cataluña;Lleida;2018;9
420;4738;21007,4288;45,2417;178;Castilla - La Mancha;Toledo;2018;9
25;99;1795,227;58,8009;11;Castilla y León;Salamanca;2018;10
1489;55039;81443,8756;56,8157;468;Cataluña;Girona;2018;10
1956;249529;77915,1339;35,8895;815;Andalucía;Sevilla;2018;10
192;5326;18000,6628;92,3163;90;Andalucía;Jaén;2018;10
3;14;117,8889;39,2963;1;Principado de Asturias;Asturias;2018;10
1;3;55;55;1;Galicia;Pontevedra;2018;10
1;3;129;129;1;Castilla y León;Burgos;2018;10
4;12;194,9934;48,7484;2;Castilla - La Mancha;Guadalajara;2018;10
222;4482;11364,4252;58,0458;91;Comunitat Valenciana;Alicante/Alacant;2018;10
34;197;2782,9018;75,7999;18;Canarias;Santa Cruz de Tenerife;2018;10
78970;20696430;4857411,823;49,4403;30998;Cataluña;Barcelona;2018;10
87;1011;9113,9232;67,3637;36;Extremadura;Badajoz;2018;10
27;155;2138,5704;71,0797;11;Galicia;A Coruña;2018;10
466;6687;34611,3916;55,179;153;Andalucía;Cádiz;2018;10
65;1026;4883,0217;49,248;37;Extremadura;Cáceres;2018;10
127910;32440468;7425335,803;43,1927;48743;Comunidad de Madrid;Madrid;2018;10
173;4553;14793,1126;45,3066;57;Andalucía;Almería;2018;10
